t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,white_hits,state,reason,risk_sensor,near_edge,speed_level,turn_angle,turn_direction,turn_duration,left_cmd,right_cmd,healthy
16.116,786.0,1076.0,585.0,1452.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.136,785.0,1074.0,585.0,1450.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.156,786.0,1075.0,584.0,1451.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.176,786.0,1076.0,585.0,1452.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.197,786.0,1074.0,585.0,1450.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.217,785.0,1074.0,584.0,1450.0,-1.0483,-0.7854,-1.8471,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.237,786.0,1075.0,584.0,1451.0,-1.0483,-0.7854,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.257,786.0,1075.0,585.0,1452.0,-1.0483,-0.7811,-1.8551,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.277,785.0,1075.0,585.0,1452.0,-1.0483,-0.7811,-1.8471,-0.6367,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.297,786.0,1074.0,585.0,1451.0,-1.0483,-0.7811,-1.8471,-0.6367,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.317,786.0,1074.0,585.0,1451.0,-1.0483,-0.7854,-1.8471,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.337,785.0,1074.0,584.0,1449.0,-1.0483,-0.7854,-1.8471,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.358,786.0,1075.0,585.0,1450.0,-1.0483,-0.7854,-1.8471,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.378,784.0,1074.0,583.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.398,785.0,1075.0,584.0,1450.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.418,785.0,1074.0,583.0,1450.0,-1.0525,-0.7854,-1.8631,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.438,786.0,1075.0,585.0,1451.0,-1.0525,-0.7811,-1.8551,-0.6442,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.458,786.0,1076.0,585.0,1452.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.478,786.0,1076.0,585.0,1452.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.498,787.0,1076.0,585.0,1452.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.518,786.0,1075.0,584.0,1451.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.539,785.0,1076.0,584.0,1450.0,-1.0483,-0.7768,-1.8551,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.559,785.0,1074.0,585.0,1451.0,-1.0525,-0.7811,-1.8551,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.579,786.0,1076.0,585.0,1451.0,-1.0525,-0.7768,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.599,787.0,1075.0,585.0,1451.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.619,785.0,1074.0,584.0,1450.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.639,786.0,1076.0,585.0,1452.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.659,786.0,1076.0,585.0,1451.0,-1.0483,-0.7768,-1.8471,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.679,786.0,1076.0,585.0,1451.0,-1.0483,-0.7768,-1.8471,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.699,785.0,1074.0,585.0,1449.0,-1.0483,-0.7768,-1.8471,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.72,785.0,1074.0,585.0,1449.0,-1.0525,-0.7854,-1.8471,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.74,786.0,1075.0,585.0,1451.0,-1.0525,-0.7854,-1.8471,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.76,785.0,1073.0,584.0,1450.0,-1.0525,-0.7854,-1.8471,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.78,786.0,1076.0,584.0,1450.0,-1.0483,-0.7811,-1.8551,-0.6442,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.8,786.0,1075.0,584.0,1451.0,-1.0483,-0.7811,-1.8551,-0.6442,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.82,786.0,1076.0,585.0,1452.0,-1.0483,-0.7768,-1.8551,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.84,787.0,1076.0,585.0,1453.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.861,786.0,1075.0,584.0,1450.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.881,785.0,1074.0,584.0,1448.0,-1.0483,-0.7811,-1.8551,-0.6442,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.901,784.0,1073.0,584.0,1449.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.921,786.0,1076.0,585.0,1451.0,-1.0525,-0.7854,-1.8551,-0.6479,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.941,786.0,1075.0,585.0,1452.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.961,786.0,1076.0,584.0,1451.0,-1.0483,-0.7768,-1.8471,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
16.981,787.0,1075.0,584.0,1452.0,-1.0483,-0.7811,-1.8551,-0.6367,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.001,786.0,1076.0,584.0,1451.0,-1.0483,-0.7768,-1.8551,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.021,786.0,1076.0,584.0,1451.0,-1.0483,-0.7768,-1.8551,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.042,786.0,1076.0,585.0,1452.0,-1.0483,-0.7768,-1.8551,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.062,786.0,1076.0,585.0,1452.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.082,786.0,1075.0,585.0,1451.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.102,785.0,1074.0,584.0,1449.0,-1.0483,-0.7811,-1.8471,-0.6404,-0.9147,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.122,786.0,1074.0,585.0,1451.0,-1.0483,-0.7854,-1.8471,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.142,786.0,1076.0,584.0,1451.0,-1.0483,-0.7854,-1.8551,-0.6404,-0.9168,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.162,786.0,1076.0,584.0,1451.0,-1.0483,-0.7768,-1.8551,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.182,787.0,1075.0,584.0,1452.0,-1.0483,-0.7768,-1.8551,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.202,787.0,1076.0,585.0,1452.0,-1.044,-0.7768,-1.8551,-0.6367,-0.9104,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.223,787.0,1075.0,585.0,1450.0,-1.044,-0.7811,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.243,786.0,1076.0,584.0,1452.0,-1.044,-0.7768,-1.8471,-0.6367,-0.9104,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.263,786.0,1076.0,585.0,1451.0,-1.0483,-0.7768,-1.8471,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.283,786.0,1076.0,585.0,1452.0,-1.0483,-0.7768,-1.8471,-0.6367,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.303,785.0,1073.0,583.0,1448.0,-1.0483,-0.7768,-1.8471,-0.6404,-0.9126,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.323,785.0,1074.0,584.0,1450.0,-1.0525,-0.7854,-1.8551,-0.6442,-0.919,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.343,784.0,1073.0,584.0,1448.0,-1.0525,-0.7897,-1.8551,-0.6517,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.363,783.0,1071.0,582.0,1447.0,-1.0568,-0.7897,-1.8551,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.384,784.0,1072.0,581.0,1446.0,-1.0568,-0.794,-1.871,-0.6554,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.404,784.0,1072.0,583.0,1448.0,-1.0568,-0.794,-1.871,-0.6554,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.424,782.0,1070.0,582.0,1446.0,-1.0568,-0.794,-1.871,-0.6592,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.444,784.0,1073.0,582.0,1447.0,-1.0568,-0.794,-1.871,-0.6554,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.464,784.0,1073.0,582.0,1447.0,-1.0568,-0.7897,-1.871,-0.6554,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.484,783.0,1070.0,582.0,1447.0,-1.0568,-0.7897,-1.871,-0.6554,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.504,783.0,1071.0,582.0,1447.0,-1.061,-0.7983,-1.871,-0.6554,-0.9296,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.524,781.0,1070.0,582.0,1445.0,-1.061,-0.8026,-1.871,-0.6554,-0.9318,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.544,784.0,1072.0,582.0,1448.0,-1.061,-0.7983,-1.871,-0.6554,-0.9296,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.564,782.0,1069.0,581.0,1445.0,-1.0652,-0.8026,-1.871,-0.6629,-0.9339,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.584,782.0,1070.0,581.0,1444.0,-1.0652,-0.8026,-1.879,-0.6629,-0.9339,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.605,782.0,1069.0,581.0,1444.0,-1.0652,-0.8069,-1.879,-0.6667,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.63,782.0,1069.0,581.0,1444.0,-1.0652,-0.8069,-1.879,-0.6667,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.65,782.0,1068.0,580.0,1444.0,-1.0652,-0.8069,-1.879,-0.6667,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.67,782.0,1070.0,582.0,1446.0,-1.0652,-0.8069,-1.879,-0.6667,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.69,781.0,1068.0,580.0,1443.0,-1.0652,-0.8112,-1.8869,-0.6667,-0.9382,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.71,781.0,1068.0,580.0,1443.0,-1.0695,-0.8112,-1.8869,-0.6704,-0.9403,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.73,782.0,1068.0,581.0,1445.0,-1.0695,-0.8112,-1.8869,-0.6704,-0.9403,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.75,782.0,1070.0,581.0,1445.0,-1.0652,-0.8112,-1.879,-0.6629,-0.9382,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.77,781.0,1070.0,580.0,1444.0,-1.0652,-0.8026,-1.879,-0.6629,-0.9339,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.79,780.0,1067.0,579.0,1442.0,-1.0695,-0.8026,-1.8869,-0.6667,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.811,783.0,1072.0,582.0,1447.0,-1.0695,-0.8026,-1.8869,-0.6667,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.831,784.0,1072.0,583.0,1447.0,-1.061,-0.794,-1.871,-0.6554,-0.9275,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.851,782.0,1069.0,582.0,1446.0,-1.061,-0.794,-1.871,-0.6554,-0.9275,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.871,782.0,1068.0,580.0,1444.0,-1.0652,-0.8069,-1.871,-0.6592,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.891,782.0,1072.0,583.0,1449.0,-1.0652,-0.8069,-1.871,-0.6592,-0.936,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.911,784.0,1073.0,584.0,1449.0,-1.0652,-0.794,-1.8631,-0.6479,-0.9296,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.931,784.0,1072.0,583.0,1449.0,-1.0568,-0.794,-1.8631,-0.6479,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.951,783.0,1071.0,582.0,1445.0,-1.0568,-0.794,-1.8631,-0.6479,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.971,784.0,1073.0,582.0,1447.0,-1.0568,-0.794,-1.871,-0.6554,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
17.991,785.0,1072.0,584.0,1448.0,-1.0568,-0.794,-1.871,-0.6554,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.011,784.0,1073.0,584.0,1449.0,-1.0568,-0.7897,-1.8551,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.032,784.0,1073.0,583.0,1448.0,-1.0568,-0.7897,-1.8551,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.052,785.0,1073.0,584.0,1449.0,-1.0568,-0.7897,-1.8551,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.072,784.0,1073.0,582.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.092,783.0,1072.0,583.0,1447.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.112,783.0,1072.0,582.0,1446.0,-1.061,-0.794,-1.871,-0.6554,-0.9275,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.132,784.0,1073.0,584.0,1448.0,-1.061,-0.794,-1.8631,-0.6554,-0.9275,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.152,783.0,1072.0,582.0,1446.0,-1.061,-0.794,-1.871,-0.6592,-0.9275,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.172,784.0,1070.0,583.0,1447.0,-1.0568,-0.794,-1.8631,-0.6554,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.192,784.0,1073.0,584.0,1449.0,-1.0568,-0.794,-1.8631,-0.6554,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.212,784.0,1072.0,584.0,1448.0,-1.0568,-0.794,-1.8551,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.232,784.0,1072.0,582.0,1448.0,-1.0568,-0.794,-1.8551,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.253,784.0,1074.0,584.0,1449.0,-1.0568,-0.794,-1.8551,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.273,784.0,1074.0,584.0,1449.0,-1.0568,-0.7854,-1.8551,-0.6479,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.293,784.0,1073.0,583.0,1449.0,-1.0568,-0.7854,-1.8551,-0.6479,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.313,782.0,1070.0,582.0,1445.0,-1.0568,-0.7897,-1.8631,-0.6479,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.333,784.0,1072.0,583.0,1449.0,-1.0568,-0.794,-1.8631,-0.6479,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.353,785.0,1073.0,583.0,1448.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.373,784.0,1072.0,583.0,1448.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.393,784.0,1073.0,582.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.413,783.0,1070.0,583.0,1446.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.433,784.0,1073.0,583.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.454,784.0,1072.0,584.0,1448.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.474,782.0,1072.0,583.0,1447.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.494,784.0,1071.0,583.0,1448.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.514,784.0,1072.0,584.0,1450.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.534,785.0,1072.0,583.0,1448.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.554,785.0,1073.0,583.0,1448.0,-1.0525,-0.794,-1.8631,-0.6517,-0.9233,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.574,784.0,1072.0,584.0,1448.0,-1.0525,-0.794,-1.8631,-0.6517,-0.9233,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.594,784.0,1073.0,583.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.615,785.0,1073.0,583.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.635,784.0,1073.0,583.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.655,785.0,1073.0,583.0,1448.0,-1.0525,-0.7897,-1.8631,-0.6517,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.675,785.0,1073.0,583.0,1448.0,-1.0525,-0.7897,-1.8631,-0.6517,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.695,784.0,1072.0,582.0,1448.0,-1.0525,-0.7897,-1.8631,-0.6517,-0.9211,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.715,784.0,1073.0,583.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.735,784.0,1073.0,584.0,1448.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.756,784.0,1073.0,582.0,1447.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.776,784.0,1072.0,582.0,1447.0,-1.0568,-0.7897,-1.871,-0.6554,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.796,785.0,1073.0,584.0,1449.0,-1.0568,-0.7897,-1.871,-0.6554,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.816,784.0,1072.0,584.0,1449.0,-1.0568,-0.794,-1.8551,-0.6479,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.836,782.0,1070.0,581.0,1445.0,-1.0568,-0.794,-1.8551,-0.6479,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.856,784.0,1073.0,583.0,1448.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.876,784.0,1073.0,584.0,1449.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.896,784.0,1072.0,583.0,1446.0,-1.0568,-0.7897,-1.8631,-0.6517,-0.9232,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.916,784.0,1072.0,583.0,1449.0,-1.0568,-0.794,-1.8631,-0.6479,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
18.937,784.0,1072.0,582.0,1448.0,-1.0568,-0.794,-1.8631,-0.6517,-0.9254,,SAFE_STOP,移动避让持续未改善，停车等待,left,1,stop,0.0,,0.0,0,0,1
