t,left,right,diff,valid
12.833,1316.0,1083.0,233.0,1
12.853,1315.0,1073.0,242.0,1
12.873,1313.0,1069.0,244.0,1
12.893,1324.0,1071.0,253.0,1
12.913,1313.0,1085.0,228.0,1
12.933,1316.0,1069.0,247.0,1
12.953,1317.0,1705.0,-388.0,1
12.973,1312.0,1084.0,228.0,1
12.993,1323.0,1510.0,-187.0,1
13.014,1315.0,1070.0,245.0,1
13.034,1314.0,1290.0,24.0,1
13.054,1312.0,1067.0,245.0,1
13.074,1312.0,1066.0,246.0,1
13.094,1312.0,1086.0,226.0,1
13.114,1316.0,1309.0,7.0,1
13.134,1314.0,1071.0,243.0,1
13.154,1313.0,1069.0,244.0,1
13.174,1313.0,1290.0,23.0,1
13.194,1314.0,1068.0,246.0,1
13.214,1313.0,1069.0,244.0,1
13.235,1310.0,1069.0,241.0,1
13.255,1312.0,1067.0,245.0,1
13.275,1314.0,1523.0,-209.0,1
13.295,1313.0,1067.0,246.0,1
13.315,1313.0,1292.0,21.0,1
13.335,1311.0,1070.0,241.0,1
13.355,1313.0,1307.0,6.0,1
13.375,1314.0,1079.0,235.0,1
13.395,1313.0,1069.0,244.0,1
13.415,1314.0,1384.0,-70.0,1
13.435,1313.0,1339.0,-26.0,1
13.455,1312.0,1116.0,196.0,1
13.475,1313.0,1084.0,229.0,1
13.496,1312.0,1066.0,246.0,1
13.516,1312.0,1065.0,247.0,1
13.536,1313.0,1069.0,244.0,1
13.556,1316.0,1355.0,-39.0,1
13.576,1314.0,1070.0,244.0,1
13.596,1321.0,1065.0,256.0,1
13.616,1312.0,1065.0,247.0,1
13.636,1313.0,1067.0,246.0,1
13.656,1313.0,1069.0,244.0,1
13.676,1312.0,1069.0,243.0,1
13.697,1321.0,1290.0,31.0,1
13.717,1312.0,1068.0,244.0,1
13.737,1314.0,1068.0,246.0,1
13.757,1314.0,1296.0,18.0,1
13.777,1312.0,1069.0,243.0,1
13.797,1322.0,1070.0,252.0,1
13.817,1314.0,1383.0,-69.0,1
13.837,1313.0,1069.0,244.0,1
13.857,1322.0,1068.0,254.0,1
13.878,1312.0,1070.0,242.0,1
13.898,1312.0,1069.0,243.0,1
13.918,1313.0,1066.0,247.0,1
